name,alias,iata,icao,call_sign,country,active,active_2,child_price_rate,
Ukrainian State Air Traffic Service Enterprise,\N,,UTS,AIRRUH,Ukraine,false,N,0.3,
Urartu-Air,\N,,UTU,,Armenia,false,N,0.3,
Universal Airways,\N,,UVA,UNIVERSAL,United States,false,N,0.3,
Universal Airlines,\N,,UVG,GUYANA JET,Guyana,false,N,0.3,
Uvavemex,\N,,UVM,UVAVEMEX,Mexico,false,N,0.3,
United States Air Force,\N,,AIO,AIR CHIEF,United States,true,Y,0.3,
United Aviation,\N,,UVN,UNITED AVIATION,Kuwait,false,N,0.3,
Uzbekistan Airways,\N,HY,UZB,UZBEK,Uzbekistan,true,Y,0.3,
Ukraine International Airlines,\N,PS,AUI,UKRAINE INTERNATIONAL,Ukraine,true,Y,0.3,
Universal Airlines,\N,,WEC,AIRGO,United States,false,N,0.3,
US Helicopter Corporation,\N,UH,,,United States,true,Y,0.3,
V Australia Airlines,\N,VA,VAU,KANGA,Australia,false,N,0.3,
V Bird Airlines Netherlands,\N,,VBA,VEEBEE,Netherlands,false,N,0.3,
V-avia Airline,\N,,WIW,VEE-AVIA,Ukraine,false,N,0.3,
V-Berd-Avia,\N,,VBD,VEEBIRD-AVIA,Armenia,false,N,0.3,
Vacationair,\N,,VAC,VACATIONAIR,Canada,false,N,0.3,
Valair AG (Helicoptere),\N,,RDW,ROADWATCH,Switzerland,false,N,0.3,
Valan International Cargo Charter,\N,,VLA,NALAU,South Africa,false,N,0.3,
Valan Limited,\N,,VLN,VALAN,Moldova,false,N,0.3,
Valfell-Verkflug,\N,,EHR,ROTOR,Iceland,false,N,0.3,
Valuair,\N,VF,VLU,VALUAIR,Singapore,true,Y,0.3,
Van Air Europe,\N,,VAA,EUROVAN,Czech Republic,false,N,0.3,
Vanguardia en Aviacion en Colima,\N,,VGC,VANGUARDIA COLIMA,Mexico,false,N,0.3,
Vanguard Airlines,\N,,VGD,VANGUARD AIR,United States,false,N,0.3,
Vasco Air,\N,,VFC,VASCO AIR,Vietnam,true,Y,0.3,
Vega,\N,,VAG,SEGA,Kazakhstan,false,N,0.3,
Vega Air Company,\N,,WGA,WEGA FRANKO,Ukraine,false,N,0.3,
Veles,\N,,WEL, Ukrainian Aviation Company,VELES,false,N,0.3,
Verataxis,\N,,VTX,VERATAXIS,Mexico,false,N,0.3,
Veritair Ltd,\N,,BTP,NET RAIL,United Kingdom,false,N,0.3,
Voyageur Airways,\N,VC,VAL,VOYAGEUR,Canada,false,N,0.3,
Vernicos Aviation,\N,,GRV,NIGHT RIDER,Greece,false,N,0.3,
Vietnam Airlines,\N,VN,HVN,VIET NAM AIRLINES,Vietnam,true,Y,0.3,
Vozdushnaya Academy,\N,,KWA,VOZAIR,Kazakhstan,false,N,0.3,
VIM Airlines,\N,NN,MOV,MOV AIR,Russia,true,Y,0.3,
VIM-Aviaservice,\N,,MVY,,Russia,false,N,0.3,
VIA Rail Canada,\N,2R,,,Canada,false,N,0.3,
Victoria Aviation,\N,,ENV,ENDEAVOUR,United Kingdom,false,N,0.3,
Viscount Air Service,\N,,VCT,VISCOUNT AIR,United States,false,N,0.3,
Vision Airlines,\N,,SSI,SUPER JET,Nigeria,false,N,0.3,
VIP Air Charter,\N,,FXF,FOX FLIGHT,United States,false,N,0.3,
VIP Avia,\N,,PAV,NICOL,Kazakhstan,false,N,0.3,
VIP Avia,\N,,PRX,PAREX,Latvia,false,N,0.3,
Visionair,\N,,VAT,VISIONAIR,Ireland,false,N,0.3,
Viasa,\N,VA,,,Venezuela,false,N,0.3,
VICA - Viacao Charter Aereos,\N,,VCA,VICA,Brazil,false,N,0.3,
Volare Air Charter Company,\N,,VCM,CARMEN,United States,false,N,0.3,
Volaris,\N,Y4,VOI,VOLARIS,Mexico,true,Y,0.3,
Volga-Dnepr Airlines,\N,VI,VDA,VOLGA-DNEPR,Russia,true,Y,0.3,
Vega Airlines,\N,,VEA,VEGA AIRLINES,Bulgaria,false,N,0.3,
Venescar Internacional,\N,,VEC,VECAR,Venezuela,false,N,0.3,
Victor Echo,\N,,VEE,VICTOR ECHO,Spain,false,N,0.3,
Virgin Express Ireland,\N,,VEI,GREEN ISLE,Ireland,false,N,0.3,
Virgin America,\N,VX,VRD,REDWOOD,United States,true,Y,0.3,
Vieques Air Link,\N,,VES,VIEQUES,United States,false,N,0.3,
Virgin Express,\N,TV,VEX,VIRGIN EXPRESS,Belgium,true,Y,0.3,
VZ Flights,\N,,VFT,ZETA FLIGHTS,Mexico,false,N,0.3,
Virgin Nigeria Airways,\N,VK,VGN,VIRGIN NIGERIA,Nigeria,true,Y,0.3,
Vologda State Air Enterprise,\N,,VGV,VOLOGDA AIR,Russia,false,N,0.3,
VH-Air Industrie,\N,,VHA,AIR V-H,Angola,false,N,0.3,
VHM Schul-und-Charterflug,\N,,VHM,EARLY BIRD,Germany,false,N,0.3,
Vibroair Flugservice,\N,,VIB,VITUS,Germany,false,N,0.3,
VIP Servicios Aereos Ejecutivos,\N,,VIC,VIP-EJECUTIVO,Mexico,false,N,0.3,
VIP Empresarial,\N,,VIE,VIP EMPRESARIAL,Mexico,false,N,0.3,
VIF Luftahrt,\N,,VIF,VIENNA FLIGHT,Austria,false,N,0.3,
Vega Aviation,\N,,VIG,VEGA AVIATION,Sudan,false,N,0.3,
Vichi,\N,,VIH,VICHI,Moldova,false,N,0.3,
Viking Airlines,\N,,VIK,SWEDJET,Sweden,false,N,0.3,
Vinair - Helicoptereos,\N,,VIN,VINAIR,Portugal,false,N,0.3,
Virgin Atlantic Airways,\N,VS,VIR,VIRGIN,United Kingdom,true,Y,0.3,
Viajes Ejecutivos Mexicanos,\N,,VJM,VIAJES MEXICANOS,Mexico,false,N,0.3,
Vistajet,\N,,VJT,VISTA,Canada,false,N,0.3,
Viva Macau,\N,ZG,VVM,JACKPOT,Macao,true,Y,0.3,
Volare Airlines,\N,VE,VLE,VOLA,Italy,true,Y,0.3,
Vueling Airlines,\N,VY,VLG,VUELING,Spain,true,Y,0.3,
Vladivostok Air,\N,XF,VLK,VLADAIR,Russia,true,Y,0.3,
Varig Log,\N,LC,VLO,VELOG,Brazil,true,Y,0.3,
Vertical-T Air Company,\N,,VLT,VERTICAL,Russia,false,N,0.3,
Vero Monmouth Airlines,\N,,VMA,VERO MONMOUTH,United States,false,N,0.3,
Vipport Joint Stock Company,\N,,VNK,,Russia,false,N,0.3,
Viaggio Air,\N,VM,VOA,VIAGGIO,Bulgaria,false,N,0.3,
Voyager Airlines,\N,,VOG,VOYAGER AIR,Bangladesh,false,N,0.3,
Virgin Australia,\N,VA,VOZ,VIRGIN,Australia,true,Y,0.3,
Virgin Blue,\N,DJ,VBI,BLUEY,Australia,false,N,0.3,
VIP Air,\N,,VPA,VIP TAXI,Slovakia,false,N,0.3,
Veteran Air,\N,,VPB,VETERAN,Ukraine,false,N,0.3,
VIP-Avia,\N,,VPV,VIP AVIA,Georgia,false,N,0.3,
Vertair,\N,,VRA,VERITAIR,United Kingdom,false,N,0.3,
Volare Airlines,\N,,VRE,UKRAINE VOLARE,Ukraine,false,N,0.3,
Voar Lda,\N,,VRL,VOAR LINHAS,Angola,false,N,0.3,
VRG Linhas Aereas,Varig,RG,VRN,VARIG,Brazil,true,Y,0.3,
Vickers Limited,\N,,VSB,VICKERS,United Kingdom,false,N,0.3,
Visig Operaciones Aereas,\N,,VSG,VISIG,Spain,false,N,0.3,
Vision Airways Corporation,\N,,VSN,VISION,Canada,false,N,0.3,
Voronezh Aircraft Manufacturing Society,\N,,VSO,VASO,Russia,false,N,0.3,
VASP,\N,VP,VSP,VASP,Brazil,true,Y,0.3,
Virign Islands Seaplane Shuttle,\N,,VSS,WATERBIRD,United States,false,N,0.3,
Vuelos Especializados Tollocan,\N,,VTC,VUELOS TOLLOCAN,Mexico,false,N,0.3,
Vuelos Corporativos de Tehuacan,\N,,VTH,VUELOS TEHUACAN,Mexico,false,N,0.3,
Vostok Airlines,\N,,VTK,VOSTOK,Russia,false,N,0.3,
Victor Tagle Larrain,\N,,VTL,VITALA,Chile,false,N,0.3,
Vointeh,\N,,VTV,VOINTEH,Bulgaria,false,N,0.3,
Vuelos Internos Privados VIP,\N,,VUR,VIPEC,Ecuador,false,N,0.3,
Vuela Bus,\N,,VUS,VUELA BUS,Mexico,false,N,0.3,
Vzlyet,\N,,VZL,VZLYET,Russia,false,N,0.3,
VLM Airlines,\N,VG,VLM,RUBENS,Belgium,true,Y,0.3,
Viking Express,\N,,WCY,TITAN AIR,United States,false,N,0.3,
Victoria International Airways,\N,,WEV,VICTORIA UGANDA,Uganda,false,N,0.3,
Volga Aviaexpress,\N,,WLG,GOUMRAK,Russia,false,N,0.3,
WDL Aviation,\N,,WDL,WDL,Germany,false,N,0.3,
WRA Inc,\N,,WRR,WRAP AIR,United States,false,N,0.3,
WSI Corporation,\N,,XWS,,United States,false,N,0.3,
Walmart Aviation,\N,,CGG,CHARGE,United States,false,N,0.3,
Walsten Air Services,\N,,WAS,WALSTEN,Canada,false,N,0.3,
Walter I Linkoping,\N,,GOT,GOTHIC,Sweden,false,N,0.3,
Wapiti Aviation,\N,,WPT,WAPITI,Canada,false,N,0.3,
Warbelow's Air Ventures,\N,,WAV,WARBELOW,United States,false,N,0.3,
Warwickshire Aerocentre Ltd.,\N,,ATX,AIRTAX,United Kingdom,false,N,0.3,
Wasaya Airways,\N,,WSG,WASAYA,Canada,false,N,0.3,
Wayraper,\N,7W,,WAYRAPER,Peru,true,Y,0.3,
Weasua Air Transport Company,\N,,WTC,WATCO,Liberia,false,N,0.3,
WebJet Linhas A,\N,WJ,WEB,WEB-BRASIL,Brazil,true,Y,0.3,
Welch Aviation,\N,,TDB,THUNDER BAY,United States,false,N,0.3,
Welcome Air,\N,2W,WLC,WELCOMEAIR,Austria,true,Y,0.3,
Wermlandsflyg AB,\N,,BLW,BLUESTAR,Sweden,false,N,0.3,
West Africa Airlines,\N,,WCB,KILO YANKEE,Ghana,false,N,0.3,
West African Air Transport,\N,,WTF,WESTAF AIRTRANS,Senegal,false,N,0.3,
West African Airlines,\N,,WSF,,Benin,false,N,0.3,
West African Cargo Airlines,\N,,WAC,WESTAF CARGO,Mauritania,false,N,0.3,
West Air Luxembourg,\N,,WLX,WEST LUX,Luxembourg,false,N,0.3,
West Air Sweden,\N,PT,SWN,AIR SWEDEN,Sweden,false,N,0.3,
West Caribbean Airways,\N,,WCW,,Colombia,false,N,0.3,
West Caribbean Costa Rica,\N,,WCR,WEST CARIBBEAN,Costa Rica,false,N,0.3,
West Coast Air,\N,8O,,,Canada,true,Y,0.3,
West Coast Airlines,\N,,WCG,WHISKY INDIA,Ghana,false,N,0.3,
West Coast Airways,\N,,WCA,WEST-LEONE,Sierra Leone,false,N,0.3,
West Freugh DTEO,\N,,TEE,TEEBIRD,United Kingdom,false,N,0.3,
West Wind Aviation,\N,,WEW,WESTWIND,Canada,false,N,0.3,
WestJet,\N,WS,WJA,WESTJET,Canada,true,Y,0.3,
Westair Aviation,\N,,WAA,WESTAIR WINGS,Namibia,false,N,0.3,
Westair Cargo Airlines,\N,,WSC,WESTCAR,Cote d'Ivoire,false,N,0.3,
Westair Industries,\N,,PCM,PAC VALLEY,United States,false,N,0.3,
Westcoast Energy,\N,,BLK,BLUE FLAME,Canada,false,N,0.3,
Western Air,\N,,WST,WESTERN BAHAMAS,Bahamas,false,N,0.3,
Western Air Couriers,\N,,NPC,NORPAC,United States,false,N,0.3,
Western Air Express,\N,,WAE,WESTERN EXPRESS,United States,false,N,0.3,
Western Airlines,\N,WA,WAL,WESTERN,United States,true,Y,0.3,
Western Arctic Air,\N,,WAL,WESTERN ARCTIC,Canada,false,N,0.3,
Western Aviators,\N,,WTV,WESTAVIA,United States,false,N,0.3,
Western Express Air Lines,\N,,WES,WEST EX,Canada,false,N,0.3,
Western Pacific Airlines,\N,,KMR,KOMSTAR,United States,false,N,0.3,
Western Pacific Airservice,\N,,WPA,WESTPAC,Solomon Islands,false,N,0.3,
Westflight Aviation,\N,,WSL,WEST LINE,United Kingdom,false,N,0.3,
Westgates Airlines,\N,,WSA,WESTATES,United States,false,N,0.3,
Westland Helicopters,\N,,WHE,WESTLAND,United Kingdom,false,N,0.3,
Westpoint Air,\N,,WTP,WESTPOINT,Canada,false,N,0.3,
Westward Airways,\N,CN,WWD,WESTWARD,United States,false,N,0.3,
White,\N,,WHT,YOUNG SKY,Portugal,false,N,0.3,
White Eagle Aviation,\N,,WEA,WHITE EAGLE,Poland,false,N,0.3,
White River Air Services,\N,,WRA,,Canada,false,N,0.3,
Whyalla Airlines,\N,,WWL,,Australia,false,N,0.3,
Widerøe,\N,WF,WIF,WIDEROE,Norway,true,Y,0.3,
Wiggins Airways,\N,,WIG,WIGGINS AIRWAYS,United States,false,N,0.3,
Wiking Helikopter Service,\N,,WHS,WEEKING,Germany,false,N,0.3,
Wilbur's Flight Operations,\N,,WFO,WILBURS,United States,false,N,0.3,
Williams Air,\N,,WLS,WILLIAMS AIR,United States,false,N,0.3,
Williams Grand Prix Engineering,\N,,WGP,GRAND PRIX,United Kingdom,false,N,0.3,
Wimbi Dira Airways,\N,,WDA,WIMBI DIRA,Democratic Republic of Congo,false,N,0.3,
Winair,\N,,WNA,WINAIR,United States,false,N,0.3,
Wind Jet,\N,IV,JET,GHIBLI,Italy,true,Y,0.3,
Wind Spirit Air,\N,,WSI,WIND SPIRIT,United States,false,N,0.3,
Windrose Air,\N,,QGA,QUADRIGA,Germany,false,N,0.3,
Windward Islands Airways International,\N,,WIA,WINDWARD,Netherland,false,N,0.3,
Wings Air,\N,IW,WON,WINGS ABADI,Indonesia,true,Y,0.3,
Wings Air Transport,\N,,WAT,,Sudan,false,N,0.3,
Wings Airways,\N,,WAW,WING SHUTTLE,United States,false,N,0.3,
Wings Aviation,\N,,WOL,WINGJET,Guyana,false,N,0.3,
Wings Express,\N,,WEX,WINGS EXPRESS,United States,false,N,0.3,
Wings of Alaska,\N,K5,WAK,WINGS ALASKA,United States,false,N,0.3,
Wings of Lebanon Aviation,\N,,WLB,WING LEBANON,Lebanon,false,N,0.3,
Winlink,\N,,WIN,WINLINK,Saint Lucia,false,N,0.3,
Wisconsin Air National Guard,\N,,WAG,,United States,false,N,0.3,
Wisman Aviation,\N,,WSM,WISMAN,United States,false,N,0.3,
Wizz Air,\N,W6,WZZ,WIZZ AIR,Hungary,true,Y,0.3,
Wizz Air Hungary,\N,8Z,WVL,WIZZBUL,Bulgaria,true,Y,0.3,
Wondair on Demand Aviation,\N,,WNR,WONDAIR,Spain,false,N,0.3,
Woodgate Executive Air Charter,\N,,CWY,CAUSEWAY,United Kingdom,false,N,0.3,
World Airways,\N,WO,WOA,WORLD,United States,true,Y,0.3,
World Weatherwatch,\N,,XWW,,Canada,false,N,0.3,
World Wing Aviation,\N,,WWM,MANAS WING,Kyrgyzstan,false,N,0.3,
Worldspan,\N,1P,,,United States,false,N,0.3,
Worldwide Air Charter Systems,\N,,CSW,CHARTER SYSTEMS,Canada,false,N,0.3,
Worldwide Aviation Services,\N,,WWS,,Pakistan,false,N,0.3,
Worldwide Jet Charter,\N,,WWI,WORLDWIDE,United States,false,N,0.3,
Wright Air Lines,\N,,WRT,WRIGHT-AIR,United States,false,N,0.3,
Wright Air Service,\N,8V,WRF,WRIGHT FLYER,United States,false,N,0.3,
Wuhan Airlines,\N,,CWU,WUHAN AIR,China,false,N,0.3,
Wycombe Air Centre,\N,,WYC,WYCOMBE,United Kingdom,false,N,0.3,
Wyoming Airlines,\N,,WYG,WYOMING,United States,false,N,0.3,
XL Airways France,\N,SE,SEU,STARWAY,France,true,Y,0.3,
XP Internation,\N,,XPS,XP PARCEL,Netherlands,false,N,0.3,
Xabre Aerolineas,\N,,XAB,AERO XABRE,Mexico,false,N,0.3,
Xclusive Jet Charter Limited,\N,,XJC,EXCLUSIVE JET,United Kingdom,false,N,0.3,
Xerox Corporation,\N,,XER,XEROX,United States,false,N,0.3,
Xiamen Airlines,\N,MF,CXA,XIAMEN AIR,China,true,Y,0.3,
Xinjiang Airlines,\N,,CXJ,XINJIANG,China,false,N,0.3,
Xjet Limited,\N,,XJT,XRAY,United Kingdom,false,N,0.3,
Xtra Airways,\N,XP,CXP,RUBY MOUNTAIN,United States,false,N,0.3,
Yak-Service,\N,,AKY,YAK-SERVICE,Russia,false,N,0.3,
Yakolev,\N,,YAK,YAK AVIA,Russia,false,N,0.3,
Yamal Airlines,\N,YL,LLM,YAMAL,Russia,true,Y,0.3,
Yana Airlines,\N,,CYG,VICAIR,Cambodia,false,N,0.3,
Yangtze River Express,\N,Y8,YZR,YANGTZE RIVER,China,false,N,0.3,
Yellow Wings Air Services,\N,,ELW,YELLOW WINGS,Kenya,false,N,0.3,
Yemenia,\N,IY,IYE,YEMENI,Yemen,true,Y,0.3,
Yerevan-Avia,\N,,ERV,YEREVAN-AVIA,Armenia,false,N,0.3,
Young Flying Service,\N,,YFS,YOUNG AIR,United States,false,N,0.3,
Yuhi Air Lines,\N,,AYU,,Japan,false,N,0.3,
Yuzhnaya Aircompany,\N,,UGN,PLUTON,Kazakhstan,false,N,0.3,
Yuzhmashavia,\N,,UMK,YUZMASH,Ukraine,true,Y,0.3,
Z-Avia,\N,,RZV,ZEDAVIA,Armenia,false,N,0.3,
Zagros Airlines,\N,,IZG,ZAGROS,Iran,false,N,0.3,
Zaire Aero Service,\N,,ZAI,ZASAIR,Democratic Republic of Congo,false,N,0.3,
Zairean Airlines,\N,,ZAR,ZAIREAN,Democratic Republic of Congo,false,N,0.3,
Zambian Airways,\N,Q3,MBN,ZAMBIANA,Zambia,false,N,0.3,
Zambezi Airlines,\N,,ZMA,ZAMBEZI WINGS,Zambia,false,N,0.3,
Zanair,\N,,TAN,ZANAIR,Tanzania,true,Y,0.3,
Zantop International Airlines,\N,,ZAN,ZANTOP,United States,false,N,0.3,
ZAS Airlines of Egypt,\N,,ZAS,ZAS AIRLINES,Egypt,false,N,0.3,
Zenith Air,\N,,AZR,ZENAIR,South Africa,false,N,0.3,
Zenmour Airlines,\N,,EMR,ZENMOUR,Mauritania,false,N,0.3,
Zephyr Express,\N,,RZR,RECOVERY,United States,false,N,0.3,
Zhejiang Airlines,\N,,CJG,ZHEJIANG,China,false,N,0.3,
Zhetysu,\N,,JTU,ZHETYSU,Kazakhstan,false,N,0.3,
Zhez Air,\N,,KZH,,Kazakhstan,false,N,0.3,
Zhongfei General Aviation,\N,,CFZ,ZHONGFEI,China,false,N,0.3,
Zhongyuan Aviation,\N,,CYN,ZHONGYUAN,China,false,N,0.3,
Zip,\N,3J,WZP,ZIPPER,Canada,false,N,0.3,
Zimex Aviation,\N,C4,IMX,ZIMEX,Switzerland,false,N,0.3,
Zoom Airlines,\N,Z4,OOM,ZOOM,Canada,true,Y,0.3,
Zoom Airways,\N,,ZAW,ZED AIR,Bangladesh,false,N,0.3,
Zorex,\N,,ORZ,ZOREX,Spain,false,N,0.3,
Zracno Pristaniste Mali Losinj,\N,,MLU,MALI LOSINJ,Croatia,false,N,0.3,
Tyrolean Airways,\N,\N,TYR,TYROLEAN,\N,true,Y,0.3,
buzz,\N,UK,BUZ,\N,\N,false,N,0.3,
Maldivian Air Taxi,\N,8Q,\N,\N,Maldives,true,Y,0.3,
Sky Express,SkyExpress,XW,SXR,SKYSTORM,Russia,true,Y,0.3,
Yellow Air Taxi,,Y0,\N,,United States,false,N,0.3,
Royal Air Cambodge,,VJ,RAC,,Cambodia,true,Y,0.3,
Air Mandalay,,6T,\N,Six Tango,Burma,true,Y,0.3,
TEA Switzerland,,,4SW,,Switzerland,false,N,0.3,
TAN-SAHSA,,SH,\N,Sierra Hotel,Honduras,false,N,0.3,
Air Busan,\N,BX,ABL,Air Busan,Republic of Korea,true,Y,0.3,
TUI Airlines Belgium,now Jetairlfy,TB,TUB,BEAUTY,Belgium,false,N,0.3,
Arctic Air,,,AKR,Arctic Norway,Norway,false,N,0.3,
Braathens,Braathens SAFE,BU,BRA,Braathens,Norway,false,N,0.3,
Globus,,GH,GLP,,Russia,true,Y,0.3,
Air Kazakhstan,,9Y,KZK,Kazakh,Kazakhstan,true,Y,0.3,
Japan Air System,,JD,JAS,Air System,Japan,true,Y,0.3,
Annsett New Zealand (NZA),,ZQ,\N,,New Zealand,false,N,0.3,
EasyJet (DS),,DS,\N,,Switzerland,true,Y,0.3,
Rheintalflug,,,RTL,Rheintal,Austria,false,N,0.3,
Dan-Air London,,,DAN,,United Kingdom,false,N,0.3,
Fred. Olsen,,,FOF,,Norway,false,N,0.3,
Star Peru (2I),,2I,\N,,Peru,true,Y,0.3,
Robin Hood Aviation,,,RHA,Sherwood,Austria,false,N,0.3,
Carnival Air Lines,,KW,\N,Carnival Air,United States,true,Y,0.3,
United Airways,,4H,UBD,UNITED BANGLADESH,Bangladesh,true,Y,0.3,
Inter European Airways,,,IEA,,United Kingdom,false,N,0.3,
Trans Maldivian Airways,,M8,TMW,,Maldives,false,N,0.3,
Fly540,,5H,FFV,SWIFT TANGO,Kenya,true,Y,0.3,
Transavia France,,TO,TVF,FRENCH SUN,France,true,Y,0.3,
Island Air (WP),,WP,MKU,,United States,true,Y,0.3,
1-2-go,fly 1-2-go,OG,\N,,Thailand,false,N,0.3,
Uni Air,,B7,UIA,Glory,Taiwan,true,Y,0.3,
Gomelavia,,YD,\N,,Belarus,true,Y,0.3,
NordWind Airlines,NordWind Airlines,,NWS,NORDLAND,Russia,false,N,0.3,
Red Wings,Avialinii 400,WZ,RWZ,AIR RED,Russia,true,Y,0.3,
Hellenic Star Airways,,,HST,Hellenic Star,Greece,false,N,0.3,
BAE Systems Flight Training,,,BAZ,,Australia,false,N,0.3,
TUIfly (X3),,11,\N,,Germany,true,Y,0.3,
Felix Airways,,FU,FXX,,Yemen,true,Y,0.3,
Kostromskie avialinii,,K1,KOQ,,Russia,true,Y,0.3,
Greenfly,,XX,GFY,,Spain,true,Y,0.3,
Tajik Air,,7J,\N,,Tajikistan,true,Y,0.3,
Air Mozambique,,TM,\N,,Mozambique,true,Y,0.3,
ELK Airways,,--,ELK,,Estonia,true,Y,0.3,
Gabon Airlines,\N,GY,GBK,GABON AIRLINES,Gabon,true,Y,0.3,
MCA Airlines,,,MCA,CALSON,Sweden,true,Y,0.3,
Maldivo Airlines,,ML,MAV,Maldivo,Maldives,true,Y,0.3,
Virgin Pacific,,VH,VNP,,Fiji,true,Y,0.3,
Zest Air,,Z2,\N,,Philippines,true,Y,0.3,
Yangon Airways,,HK,\N,Hotel Kilo,Burma,true,Y,0.3,
Transport Aérien Transrégional,TAT,IJ,\N,,France,false,N,0.3,
LÍO Flugmennt,,,LIO,,Iceland,false,N,0.3,
Minerva Airlines,,N4,\N,,Italy,false,N,0.3,
Eastar Jet,,ZE,ESR,Eastar,South Korea,true,Y,0.3,
Jin Air,,LJ,JNA,Jin Air,South Korea,true,Y,0.3,
Wataniya Airways,,,KW1,,Kuwait,true,Y,0.3,
Aéris (Priv),,SH,\N,,France,false,N,0.3,
Air Arabia Maroc,,3O,\N,Air Arabia,Morocco,true,Y,0.3,
Baltic Air lines,,B1,BA1,Baltic,Latvia,true,Y,0.3,
Ciel Canadien,,YC,YCC,Ciel,Canada,true,Y,0.3,
Canadian National Airways,,CN,YCP,CaNational,Canada,true,Y,0.3,
Epic Holiday,Epic Holidays,FA,4AA,Epic,United States,true,Y,0.3,
Indochina Airlines,,,AXC,Airspup,Vietnam,true,Y,0.3,
JetWind,,,JWW,Jetwind,United States,false,N,0.3,
Air Comet Chile,,3I,\N,,Chile,true,Y,0.3,
Nazca,,0,\N,,Peru,false,N,0.3,
German Air Force - FLB,,,FLB,FLB,Germany,true,Y,0.3,
City-Air Germany,,,CIP,,Germany,false,N,0.3,
Voronezhskie Airlanes,,DN,\N,,Russia,false,N,0.3,
Line Blue,,L8,LBL,Bluebird,Germany,true,Y,0.3,
FlyLAL Charters,,,LLC,,Lithuania,true,Y,0.3,
Blue Sky America,,BU,BKY,,United States,false,N,0.3,
Texas Spirit,,XS,TXP,,United States,false,N,0.3,
Illinois Airways,,IL,ILW,,United States,false,N,0.3,
Salzburg arrows,SZA,SZ,\N,SZA,Austria,true,Y,0.3,
Texas Wings,,TQ,TXW,TXW,United States,true,Y,0.3,
California Western,,KT,CWS,,United States,false,N,0.3,
Dennis Sky,Dennis Sky Holding,DH,DSY,DSY,Israel,true,Y,0.3,
Zz,,ZZ,\N,,Belgium,true,Y,0.3,
Atifly,,A1,A1F,atifly,United States,true,Y,0.3,
Air UK,,UK,\N,,United Kingdom,false,N,0.3,
Suckling Airways,,CB,\N,,United Kingdom,false,N,0.3,
Reno Sky,,RY,\N,,United States,false,N,0.3,
Aerolineas heredas santa maria,,,SZB,,Dominican Republic,true,Y,0.3,
Ciao Air,,99,\N,,Italy,true,Y,0.3,
Jc royal.britannica,,,JRB,,United Kingdom,true,Y,0.3,
Birmingham European,,VB,\N,,United Kingdom,false,N,0.3,
Pal airlines,,5P,\N,,Chile,true,Y,0.3,
CanXpress,,C1,CA1,CAX,Canada,true,Y,0.3,
Danube Wings (V5),,V5,\N,,Slovakia,true,Y,0.3,
Sharp Airlines,,SH,SHA,SHARP,Australia,true,Y,0.3,
CanXplorer,,C2,CAP,,Canada,true,Y,0.3,
Click (Mexicana),,QA,\N,,Mexico,true,Y,0.3,
World Experience Airline,WEA,W1,WE1,WEA,Canada,true,Y,0.3,
ALAK,,J4,\N,,Russia,true,Y,0.3,
AJT Air International,,E9,\N,,Russia,false,N,0.3,
Air Choice One,,3E,\N,,United States,true,Y,0.3,
Tianjin Airlines,,,GCR,,China,true,Y,0.3,
China United,,KN,\N,,China,true,Y,0.3,
Locair,,ZQ,LOC,LOCAIR,United States,true,Y,0.3,
Safi Airlines,,4Q,\N,,Afghanistan,true,Y,0.3,
SeaPort Airlines,,K5,SQH,SASQUATCH,United States,true,Y,0.3,
Salmon Air,,S6,\N,,United States,true,Y,0.3,
Fly Illi,,IL,ILY,,United States,false,N,0.3,
Bobb Air Freight,,1,\N,,Germany,true,Y,0.3,
Star1 Airlines,,V9,HCW,,Lithuania,true,Y,0.3,
Pelita,,6D,\N,,Indonesia,true,Y,0.3,
Alpi Eagles (E8),,E8,\N,,Italy,false,N,0.3,
Alaska Seaplane Service,,J5,\N,,United States,true,Y,0.3,
TAN,,T8,\N,,Argentina,false,N,0.3,
Enerjet,,,ENJ,ENERJET AIR,Canada,true,Y,0.3,
MexicanaLink,,I6,MXI,LINK,Mexico,true,Y,0.3,
Island Spirit,,IP,ISX,,Iceland,true,Y,0.3,
TACA Peru,,T0,\N,TACA PERU,Peru,true,Y,0.3,
Orbest,,,OBS,ORBEST,Portugal,true,Y,0.3,
Southern Air Charter,,,SOA,,Bahamas,true,Y,0.3,
SVG Air,,,SVG,Grenadines,Saint Vincent and the Grenadines,true,Y,0.3,
Air Century,,,CEY,,Dominican Republic,true,Y,0.3,
Pan Am World Airways Dominicana,PAWA Dominicana,7Q,\N,PAWA,Dominican Republic,true,Y,0.3,
Primera Air,,PF,\N,PRIMERA,Iceland,true,Y,0.3,
Air Antilles Express,,3S,\N,GREEN BIRD,Guadeloupe,true,Y,0.3,
Sol Lineas Aereas,,,OLS,FLIGHT SOL,Argentina,true,Y,0.3,
Regional Paraguaya,,P7,REP,REGIOPAR,Paraguay,true,Y,0.3,
VIP Ecuador,,V6,\N,,Ecuador,true,Y,0.3,
Transportes Aereos Cielos Andinos,,,NDN,ANDINOS,Peru,true,Y,0.3,
Peruvian Airlines,,P9,\N,,Peru,true,Y,0.3,
EasyFly,,,EFY,EASYFLY,Colombia,true,Y,0.3,
Polar Airlines,,ЯП,\N,,Russia,true,Y,0.3,
Catovair,,OC,\N,CATOVAIR,Mauritius,true,Y,0.3,
